Zug	noun	neuter	drittgrößte gliederungsform einer militärischen teileinheit	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	drittgrößte gliederungsform einer militärischen teileinheit	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	größte reguläre taktische einheit bestehend aus zwei gruppen	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	größte reguläre taktische einheit bestehend aus zwei gruppen	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	größte reguläre taktische einheit bestehend aus zwei gruppen	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	eigenständiger einsatzverband	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	eigenständiger einsatzverband	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	eigenständiger einsatzverband	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	eine taktische einheit des ziviler bevölkerungsschutz|zivilen bevölkerungsschutzes	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	eine taktische einheit des ziviler bevölkerungsschutz|zivilen bevölkerungsschutzes	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	eine taktische einheit des ziviler bevölkerungsschutz|zivilen bevölkerungsschutzes	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	wanderung	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	wanderung	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	wanderung	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	von vogel|vögeln	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	von vogel|vögeln	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	von vogel|vögeln	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	das einatmen|einatmen (atemzug), das rauchen (inhalieren) oder das schlucken|schlucken beim trinken|trinken	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	das einatmen|einatmen (atemzug), das rauchen (inhalieren) oder das schlucken|schlucken beim trinken|trinken	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	das einatmen|einatmen (atemzug), das rauchen (inhalieren) oder das schlucken|schlucken beim trinken|trinken	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	personengruppe bei feierlichen oder fröhlichen anlässen auf einem gemeinsamen weg	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	personengruppe bei feierlichen oder fröhlichen anlässen auf einem gemeinsamen weg	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	personengruppe bei feierlichen oder fröhlichen anlässen auf einem gemeinsamen weg	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	charakteristische form der linie	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	charakteristische form der linie	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	charakteristische form der linie	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	beim schriftbild, bei einer zeichnung	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	beim schriftbild, bei einer zeichnung	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	beim schriftbild, bei einer zeichnung	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	im gesicht, gesichtsschnitt (gesichtszug)	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	im gesicht, gesichtsschnitt (gesichtszug)	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	im gesicht, gesichtsschnitt (gesichtszug)	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	eigenart, eigenschaft (charakterzug)	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	eigenart, eigenschaft (charakterzug)	charakteristische eigenschaft eines wesens oder einer sache.	exact
Zug	noun	neuter	eigenart, eigenschaft (charakterzug)	charakteristische eigenschaft eines wesens oder einer sache.	exact
Zug	noun	neuter	eigenart, eigenschaft (charakterzug)	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	spiralförmige rille im lauf von feuerwaffen	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	spiralförmige rille im lauf von feuerwaffen	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	spiralförmige rille im lauf von feuerwaffen	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	vorrichtung, die durch ziehen ein ereignis auslöst	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	vorrichtung, die durch ziehen ein ereignis auslöst	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	vorrichtung, die durch ziehen ein ereignis auslöst	ein kleine kanton in der schweiz.	none
Zug	noun	neuter	unternehmung mit waffeneinsatz	eine gruppe aneinandergekoppelter eisenbahnwagen, die meist von einer lokomotive gezogen oder geschoben werden.	none
Zug	noun	neuter	unternehmung mit waffeneinsatz	charakteristische eigenschaft eines wesens oder einer sache.	none
Zug	noun	neuter	unternehmung mit waffeneinsatz	ein kleine kanton in der schweiz.	none
Alkohol	noun	masculine	gängige bezeichnung für ethanol	eine gruppe von organisch chemischen verbindungen, die aus kohlenstoff, wasserstoff und sauerstoff gebildet sind. die moleküle in den reihen variieren in der kettenlänge und sind aus einer kohlenwasserstoff. und einer hydroxylgruppe gebildet. der begriff schließt methanol und ethanol mit ein.	narrower
Alkohol	noun	masculine	gängige bezeichnung für ethanol	eine gruppe von organisch chemischen verbindungen, die aus kohlenstoff, wasserstoff und sauerstoff gebildet sind. die moleküle in den reihen variieren in der kettenlänge und sind aus einer kohlenwasserstoff. und einer hydroxylgruppe gebildet. der begriff schließt methanol und ethanol mit ein.	broader
Alkohol	noun	masculine	gängige bezeichnung für ethanol	farblose, leichtentzündliche flüssigkeit, die unter anderem als lösungsmittel, desinfektionsmittel und rauschmittel verwendet wird.	none
Alkohol	noun	masculine	a speziell und kurz für getränk, welches ethanol enthält; trinkalkohol	eine gruppe von organisch chemischen verbindungen, die aus kohlenstoff, wasserstoff und sauerstoff gebildet sind. die moleküle in den reihen variieren in der kettenlänge und sind aus einer kohlenwasserstoff. und einer hydroxylgruppe gebildet. der begriff schließt methanol und ethanol mit ein.	none
Alkohol	noun	masculine	a speziell und kurz für getränk, welches ethanol enthält; trinkalkohol	farblose, leichtentzündliche flüssigkeit, die unter anderem als lösungsmittel, desinfektionsmittel und rauschmittel verwendet wird.	narrower
Alkohol	noun	masculine	a speziell und kurz für getränk, welches ethanol enthält; trinkalkohol	farblose, leichtentzündliche flüssigkeit, die unter anderem als lösungsmittel, desinfektionsmittel und rauschmittel verwendet wird.	broader
Alkohol	noun	masculine	bezeichnung für eine kohlenstoffverbindung mit mindestens einer hydroxylgruppe als funktionelle gruppe	eine gruppe von organisch chemischen verbindungen, die aus kohlenstoff, wasserstoff und sauerstoff gebildet sind. die moleküle in den reihen variieren in der kettenlänge und sind aus einer kohlenwasserstoff. und einer hydroxylgruppe gebildet. der begriff schließt methanol und ethanol mit ein.	broader
Alkohol	noun	masculine	bezeichnung für eine kohlenstoffverbindung mit mindestens einer hydroxylgruppe als funktionelle gruppe	eine gruppe von organisch chemischen verbindungen, die aus kohlenstoff, wasserstoff und sauerstoff gebildet sind. die moleküle in den reihen variieren in der kettenlänge und sind aus einer kohlenwasserstoff. und einer hydroxylgruppe gebildet. der begriff schließt methanol und ethanol mit ein.	narrower
Alkohol	noun	masculine	bezeichnung für eine kohlenstoffverbindung mit mindestens einer hydroxylgruppe als funktionelle gruppe	farblose, leichtentzündliche flüssigkeit, die unter anderem als lösungsmittel, desinfektionsmittel und rauschmittel verwendet wird.	none
Land	noun	neuter	die nicht von meer bedeckte erdoberfläche	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	none
Land	noun	neuter	die nicht von meer bedeckte erdoberfläche	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	none
Land	noun	neuter	die nicht von meer bedeckte erdoberfläche	ländliche gegend bzw. der ländliche teil eines größeren gebiets.	none
Land	noun	neuter	unabhängiges politisches gebilde	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	broader
Land	noun	neuter	unabhängiges politisches gebilde	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	narrower
Land	noun	neuter	unabhängiges politisches gebilde	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	none
Land	noun	neuter	unabhängiges politisches gebilde	ländliche gegend bzw. der ländliche teil eines größeren gebiets.	none
Land	noun	neuter	gliedstaat|glied- oder teilstaat (in bestimmten staaten)	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	narrower
Land	noun	neuter	gliedstaat|glied- oder teilstaat (in bestimmten staaten)	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	broader
Land	noun	neuter	gliedstaat|glied- oder teilstaat (in bestimmten staaten)	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	none
Land	noun	neuter	gliedstaat|glied- oder teilstaat (in bestimmten staaten)	ländliche gegend bzw. der ländliche teil eines größeren gebiets.	none
Land	noun	neuter	abgrenzbares, historisch oder natürlich zusammengehöriges gebiet	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	none
Land	noun	neuter	abgrenzbares, historisch oder natürlich zusammengehöriges gebiet	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	none
Land	noun	neuter	abgrenzbares, historisch oder natürlich zusammengehöriges gebiet	ländliche gegend bzw. der ländliche teil eines größeren gebiets.	none
Land	noun	neuter	rurale, eher landwirtschaftlich genutzte gegend – im gegensatz zur stadt	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	none
Land	noun	neuter	rurale, eher landwirtschaftlich genutzte gegend – im gegensatz zur stadt	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	exact
Land	noun	neuter	rurale, eher landwirtschaftlich genutzte gegend – im gegensatz zur stadt	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	exact
Land	noun	neuter	rurale, eher landwirtschaftlich genutzte gegend – im gegensatz zur stadt	ländliche gegend bzw. der ländliche teil eines größeren gebiets.	none
Land	noun	neuter	gebiet im besitz von menschen	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	none
Land	noun	neuter	gebiet im besitz von menschen	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	none
Land	noun	neuter	gebiet im besitz von menschen	ländliche gegend bzw. der ländliche teil eines größeren gebiets.	none
Land	noun	neuter	lockere, obere erdschicht	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	none
Land	noun	neuter	lockere, obere erdschicht	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	none
Land	noun	neuter	lockere, obere erdschicht	ländliche gegend bzw. der ländliche teil eines größeren gebiets.	none
Land	noun	neuter	territorium eines staates	eine unabhängige politische entität, die die absolute gewalt über ein geographisches gebiet ausübt.	none
Land	noun	neuter	territorium eines staates	ein ländliches gebiet, die landschaft - im gegenteil zu einer stadt oder einer ortschaft	none
Land	noun	neuter	territorium eines staates	ländliche gegend bzw. der ländliche teil eines größeren gebiets.	none
Vertrieb	noun	masculine	teilbereich des handels; das geschäft eines unternehmens mit seinen abnehmern	die summe der handels- und serviceaktivitäten, welche die hergestellten produkte zum endverbraucher übertragen.	broader
Vertrieb	noun	masculine	teilbereich des handels; das geschäft eines unternehmens mit seinen abnehmern	die summe der handels- und serviceaktivitäten, welche die hergestellten produkte zum endverbraucher übertragen.	narrower
Vertrieb	noun	masculine	teilbereich des handels; das geschäft eines unternehmens mit seinen abnehmern	die abteilung einer firma, die damit befasst ist, die produkte an den kunden zu verkaufen.	none
Vertrieb	noun	masculine	abteilung eines betriebes, einer firma, die den vertrieb 1 abwickelt	die summe der handels- und serviceaktivitäten, welche die hergestellten produkte zum endverbraucher übertragen.	none
Vertrieb	noun	masculine	abteilung eines betriebes, einer firma, die den vertrieb 1 abwickelt	die abteilung einer firma, die damit befasst ist, die produkte an den kunden zu verkaufen.	exact
Vertrieb	noun	masculine	abteilung eines betriebes, einer firma, die den vertrieb 1 abwickelt	die abteilung einer firma, die damit befasst ist, die produkte an den kunden zu verkaufen.	exact
Wirkung	noun	feminine	resultat einer ursache	konsequenz oder resultat einer tat.	exact
Wirkung	noun	feminine	resultat einer ursache	konsequenz oder resultat einer tat.	exact
Wirkung	noun	feminine	resultat einer ursache	eindruck oder auswirkung.	none
Wirkung	noun	feminine	effekt eines medikaments	konsequenz oder resultat einer tat.	none
Wirkung	noun	feminine	effekt eines medikaments	eindruck oder auswirkung.	none
Wirkung	noun	feminine	größe der dimension energie mal zeit, grundlegend für das hamiltonsche prinzip in der klassischen mechanik	konsequenz oder resultat einer tat.	none
Wirkung	noun	feminine	größe der dimension energie mal zeit, grundlegend für das hamiltonsche prinzip in der klassischen mechanik	eindruck oder auswirkung.	none
Wirkung	noun	feminine	eine bestimmte äußere zweistellige verknüpfung einer menge mit einer gruppe, siehe gruppenoperation	konsequenz oder resultat einer tat.	none
Wirkung	noun	feminine	eine bestimmte äußere zweistellige verknüpfung einer menge mit einer gruppe, siehe gruppenoperation	eindruck oder auswirkung.	none
Wirkung	noun	feminine	alles was aus der causa efficiens hervorgehen|hervorgeht	konsequenz oder resultat einer tat.	none
Wirkung	noun	feminine	alles was aus der causa efficiens hervorgehen|hervorgeht	eindruck oder auswirkung.	none
Nebel	noun	neuter	gemisch fein verteilter flüssigkeitströpfchen, meistens wassertröpfchen, und/oder eiskristalle in gasen, meist in der luft	wassertröpfchen oder, seltener, eiskristalle, die in ausreichender konzentration in der luft vorkommen, um die sichtweite zusehends zu verringern.	broader
Nebel	noun	neuter	gemisch fein verteilter flüssigkeitströpfchen, meistens wassertröpfchen, und/oder eiskristalle in gasen, meist in der luft	wassertröpfchen oder, seltener, eiskristalle, die in ausreichender konzentration in der luft vorkommen, um die sichtweite zusehends zu verringern.	narrower
Nebel	noun	neuter	gemisch fein verteilter flüssigkeitströpfchen, meistens wassertröpfchen, und/oder eiskristalle in gasen, meist in der luft	ein haufen von sternen oder wolke von staubpartikeln und gasen.	none
Nebel	noun	neuter	ein flächenhaft leuchtendes objekt am himmel	wassertröpfchen oder, seltener, eiskristalle, die in ausreichender konzentration in der luft vorkommen, um die sichtweite zusehends zu verringern.	none
Nebel	noun	neuter	ein flächenhaft leuchtendes objekt am himmel	ein haufen von sternen oder wolke von staubpartikeln und gasen.	related
Nebel	noun	neuter	ein flächenhaft leuchtendes objekt am himmel	ein haufen von sternen oder wolke von staubpartikeln und gasen.	related
Nebel	noun	neuter	durch die weltorganisation für meteorologie (wmo) standardisierte wettererscheinung mit sichtminderung unter 1000 m	wassertröpfchen oder, seltener, eiskristalle, die in ausreichender konzentration in der luft vorkommen, um die sichtweite zusehends zu verringern.	narrower
Nebel	noun	neuter	durch die weltorganisation für meteorologie (wmo) standardisierte wettererscheinung mit sichtminderung unter 1000 m	wassertröpfchen oder, seltener, eiskristalle, die in ausreichender konzentration in der luft vorkommen, um die sichtweite zusehends zu verringern.	broader
Nebel	noun	neuter	durch die weltorganisation für meteorologie (wmo) standardisierte wettererscheinung mit sichtminderung unter 1000 m	ein haufen von sternen oder wolke von staubpartikeln und gasen.	none
Nebel	noun	neuter	mittelhochdeutsch  „dunkelheit, nacht“	wassertröpfchen oder, seltener, eiskristalle, die in ausreichender konzentration in der luft vorkommen, um die sichtweite zusehends zu verringern.	none
Nebel	noun	neuter	mittelhochdeutsch  „dunkelheit, nacht“	ein haufen von sternen oder wolke von staubpartikeln und gasen.	none
Familie	noun	feminine	die kleinste zelle der gesellschaft, bestehend aus	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	none
Familie	noun	feminine	die kleinste zelle der gesellschaft, bestehend aus	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	none
Familie	noun	feminine	eltern und kindern (kernfamilie)	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	narrower
Familie	noun	feminine	eltern und kindern (kernfamilie)	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	broader
Familie	noun	feminine	eltern und kindern (kernfamilie)	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	none
Familie	noun	feminine	großeltern, deren kindern und enkeln	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	narrower
Familie	noun	feminine	großeltern, deren kindern und enkeln	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	broader
Familie	noun	feminine	großeltern, deren kindern und enkeln	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	none
Familie	noun	feminine	partnern mit nachwuchs	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	narrower
Familie	noun	feminine	partnern mit nachwuchs	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	broader
Familie	noun	feminine	partnern mit nachwuchs	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	none
Familie	noun	feminine	klassifizierungskategorie nach bestimmten kriterium|kriterien oder merkmalen	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	none
Familie	noun	feminine	klassifizierungskategorie nach bestimmten kriterium|kriterien oder merkmalen	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	broader
Familie	noun	feminine	klassifizierungskategorie nach bestimmten kriterium|kriterien oder merkmalen	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	narrower
Familie	noun	feminine	in der biologie	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	none
Familie	noun	feminine	in der biologie	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	none
Familie	noun	feminine	in der sprachwissenschaft	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	none
Familie	noun	feminine	in der sprachwissenschaft	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	none
Familie	noun	feminine	in der mengenlehre	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	none
Familie	noun	feminine	in der mengenlehre	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	none
Familie	noun	feminine	von asteroiden	eine gruppe bestehend aus eltern, nachkommen und anderen nah mit ihnen verwandten oder verbundenen personen.	none
Familie	noun	feminine	von asteroiden	biologisches taxon, eine gruppe (verwandter) arten, teil einer ordnung und bestehend aus einer oder mehreren gattungen	none
Musik	noun	feminine	eine kunstgattung	die künstlerische anordnung von klängen und tönen, die ideen und emotionen durch die elemente rhythmus, melodie, harmonie und klangfarbe ausdrückt.	broader
Musik	noun	feminine	eine kunstgattung	die künstlerische anordnung von klängen und tönen, die ideen und emotionen durch die elemente rhythmus, melodie, harmonie und klangfarbe ausdrückt.	narrower
Musik	noun	feminine	eine kunstgattung	in notenschrift geschriebene oder gedruckte musik.	none
Musik	noun	feminine	tonkünstlerisch komponiertes oder improvisiertes werk	die künstlerische anordnung von klängen und tönen, die ideen und emotionen durch die elemente rhythmus, melodie, harmonie und klangfarbe ausdrückt.	narrower
Musik	noun	feminine	tonkünstlerisch komponiertes oder improvisiertes werk	die künstlerische anordnung von klängen und tönen, die ideen und emotionen durch die elemente rhythmus, melodie, harmonie und klangfarbe ausdrückt.	broader
Musik	noun	feminine	tonkünstlerisch komponiertes oder improvisiertes werk	in notenschrift geschriebene oder gedruckte musik.	none
Musik	noun	feminine	aufgeführtes, hörbar gemachtes musikstück	die künstlerische anordnung von klängen und tönen, die ideen und emotionen durch die elemente rhythmus, melodie, harmonie und klangfarbe ausdrückt.	narrower
Musik	noun	feminine	aufgeführtes, hörbar gemachtes musikstück	die künstlerische anordnung von klängen und tönen, die ideen und emotionen durch die elemente rhythmus, melodie, harmonie und klangfarbe ausdrückt.	broader
Musik	noun	feminine	aufgeführtes, hörbar gemachtes musikstück	in notenschrift geschriebene oder gedruckte musik.	none
Musik	noun	feminine	die aufführenden von musik, musikkapelle, tanzkapelle	die künstlerische anordnung von klängen und tönen, die ideen und emotionen durch die elemente rhythmus, melodie, harmonie und klangfarbe ausdrückt.	none
Musik	noun	feminine	die aufführenden von musik, musikkapelle, tanzkapelle	in notenschrift geschriebene oder gedruckte musik.	none
Musik	noun	feminine	ein unterrichtsfach, schulfach	die künstlerische anordnung von klängen und tönen, die ideen und emotionen durch die elemente rhythmus, melodie, harmonie und klangfarbe ausdrückt.	none
Musik	noun	feminine	ein unterrichtsfach, schulfach	in notenschrift geschriebene oder gedruckte musik.	none
Kessel	noun	masculine	großes metallisches offenes gefäß	ein metallgefäß, das zum kochen von wasser benutzt wird.	broader
Kessel	noun	masculine	großes metallisches offenes gefäß	ein metallgefäß, das zum kochen von wasser benutzt wird.	narrower
Kessel	noun	masculine	großes metallisches offenes gefäß	ein metallgefäß zum kochen aller arten von flüssigkeiten.	broader
Kessel	noun	masculine	großes metallisches offenes gefäß	ein metallgefäß zum kochen aller arten von flüssigkeiten.	narrower
Kessel	noun	masculine	großes metallisches offenes gefäß	ein sehr großer topf, der zum kochen benutzt wird.	broader
Kessel	noun	masculine	großes metallisches offenes gefäß	ein sehr großer topf, der zum kochen benutzt wird.	narrower
Kessel	noun	masculine	großes metallisches geschlossenes druckgefäß	ein metallgefäß, das zum kochen von wasser benutzt wird.	none
Kessel	noun	masculine	großes metallisches geschlossenes druckgefäß	ein metallgefäß zum kochen aller arten von flüssigkeiten.	none
Kessel	noun	masculine	großes metallisches geschlossenes druckgefäß	ein sehr großer topf, der zum kochen benutzt wird.	none
Kessel	noun	masculine	von bergen umgebenes tal	ein metallgefäß, das zum kochen von wasser benutzt wird.	none
Kessel	noun	masculine	von bergen umgebenes tal	ein metallgefäß zum kochen aller arten von flüssigkeiten.	none
Kessel	noun	masculine	von bergen umgebenes tal	ein sehr großer topf, der zum kochen benutzt wird.	none
Kessel	noun	masculine	von treibern eingeschlossenes gebiet	ein metallgefäß, das zum kochen von wasser benutzt wird.	none
