aginte			norbaitek, duen eskuaz baliaturik, egin behar dena esan edo adieraztea	zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	none
aginte			norbaitek, duen eskuaz baliaturik, egin behar dena esan edo adieraztea	(mil.) agindu dezaketenen multzoa, agintaritza	none
aginte			agintzeko boterea edo eskua duenaren posizioa	aginpidea	none
aginte			agintzeko boterea edo eskua duenaren posizioa	agindua	none
aginte			agintzeko boterea edo eskua duenaren posizioa	zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	none
aginte			agintzeko boterea edo eskua duenaren posizioa	(mil.) agindu dezaketenen multzoa, agintaritza	broader
aginte			agintzeko boterea edo eskua duenaren posizioa	(mil.) agindu dezaketenen multzoa, agintaritza	narrower
aginte			legebiltzarrak legegintzan diharduen denbora-bitartea, hauteskunde-prozesuez mugatua dena	aginpidea	none
aginte			legebiltzarrak legegintzan diharduen denbora-bitartea, hauteskunde-prozesuez mugatua dena	agindua	none
aginte			legebiltzarrak legegintzan diharduen denbora-bitartea, hauteskunde-prozesuez mugatua dena	zenbait tresna edo aparatu martxan jartzeko eta kontrolatzeko bidea, gauza edo prozedura	none
aginte			legebiltzarrak legegintzan diharduen denbora-bitartea, hauteskunde-prozesuez mugatua dena	(mil.) agindu dezaketenen multzoa, agintaritza	none
ahots			abeslaria	laringeko kordak dardaratzen direnean sortzen den soinua. hizketa eta kantuaren oinarri fisikoa da	none
ahots			abeslaria	hitz egin edo kantatzen duen pertsona	narrower
ahots			abeslaria	hitz egin edo kantatzen duen pertsona	broader
ahots			abeslaria	(mus.) konposizio batean, kantari edo instrumentistek interpretatzen dituzten nota-segidetako bakoitza	none
ahots			abeslaria	(mus.) kantuan bereizi ohi diren erregistroetako bakoitza. emakumezkoenak soprano, mezzosoprano eta kontraltoa dira; gizonezkoenak, tenore, baritono eta baxua	none
ahots			ahots-korden bitartez ekoizten den soinua, ahotsa	laringeko kordak dardaratzen direnean sortzen den soinua. hizketa eta kantuaren oinarri fisikoa da	exact
ahots			ahots-korden bitartez ekoizten den soinua, ahotsa	laringeko kordak dardaratzen direnean sortzen den soinua. hizketa eta kantuaren oinarri fisikoa da	exact
ahots			ahots-korden bitartez ekoizten den soinua, ahotsa	hitz egin edo kantatzen duen pertsona	none
ahots			ahots-korden bitartez ekoizten den soinua, ahotsa	(mus.) konposizio batean, kantari edo instrumentistek interpretatzen dituzten nota-segidetako bakoitza	none
ahots			ahots-korden bitartez ekoizten den soinua, ahotsa	(mus.) kantuan bereizi ohi diren erregistroetako bakoitza. emakumezkoenak soprano, mezzosoprano eta kontraltoa dira; gizonezkoenak, tenore, baritono eta baxua	none
ahots			musika polifonikoan ahots edo instrumentu jakin batek daukan melodia	laringeko kordak dardaratzen direnean sortzen den soinua. hizketa eta kantuaren oinarri fisikoa da	none
ahots			musika polifonikoan ahots edo instrumentu jakin batek daukan melodia	hitz egin edo kantatzen duen pertsona	none
ahots			musika polifonikoan ahots edo instrumentu jakin batek daukan melodia	(mus.) konposizio batean, kantari edo instrumentistek interpretatzen dituzten nota-segidetako bakoitza	exact
ahots			musika polifonikoan ahots edo instrumentu jakin batek daukan melodia	(mus.) konposizio batean, kantari edo instrumentistek interpretatzen dituzten nota-segidetako bakoitza	exact
ahots			musika polifonikoan ahots edo instrumentu jakin batek daukan melodia	(mus.) kantuan bereizi ohi diren erregistroetako bakoitza. emakumezkoenak soprano, mezzosoprano eta kontraltoa dira; gizonezkoenak, tenore, baritono eta baxua	none
ahots			hitz egiteko gaitasuna	laringeko kordak dardaratzen direnean sortzen den soinua. hizketa eta kantuaren oinarri fisikoa da	none
ahots			hitz egiteko gaitasuna	hitz egin edo kantatzen duen pertsona	none
ahots			hitz egiteko gaitasuna	(mus.) konposizio batean, kantari edo instrumentistek interpretatzen dituzten nota-segidetako bakoitza	none
ahots			hitz egiteko gaitasuna	(mus.) kantuan bereizi ohi diren erregistroetako bakoitza. emakumezkoenak soprano, mezzosoprano eta kontraltoa dira; gizonezkoenak, tenore, baritono eta baxua	none
ahots			pertsona baten berbaldiko ezaugarri edota doinu bereizgarria	laringeko kordak dardaratzen direnean sortzen den soinua. hizketa eta kantuaren oinarri fisikoa da	related
ahots			pertsona baten berbaldiko ezaugarri edota doinu bereizgarria	laringeko kordak dardaratzen direnean sortzen den soinua. hizketa eta kantuaren oinarri fisikoa da	related
ahots			pertsona baten berbaldiko ezaugarri edota doinu bereizgarria	hitz egin edo kantatzen duen pertsona	none
ahots			pertsona baten berbaldiko ezaugarri edota doinu bereizgarria	(mus.) konposizio batean, kantari edo instrumentistek interpretatzen dituzten nota-segidetako bakoitza	none
ahots			pertsona baten berbaldiko ezaugarri edota doinu bereizgarria	(mus.) kantuan bereizi ohi diren erregistroetako bakoitza. emakumezkoenak soprano, mezzosoprano eta kontraltoa dira; gizonezkoenak, tenore, baritono eta baxua	none
aita			ume bat edo gehiago sortarazi dituen animalia arra	ume bat edo gehiago sorrarazitako gizon edo animalia arra, bereziki haiekiko	narrower
aita			ume bat edo gehiago sortarazi dituen animalia arra	ume bat edo gehiago sorrarazitako gizon edo animalia arra, bereziki haiekiko	broader
aita			ume bat edo gehiago sortarazi dituen animalia arra	kristau-erlijioan, hirutasun santuko lehen pertsona	none
aita			ume bat edo gehiago sortarazi dituen animalia arra	hainbat apaiz eta erlijiosori ematen zaion trataera	none
aita			hainbat apaiz eta bereziki elizgizoni ematen zaien titulua	ume bat edo gehiago sorrarazitako gizon edo animalia arra, bereziki haiekiko	none
aita			hainbat apaiz eta bereziki elizgizoni ematen zaien titulua	kristau-erlijioan, hirutasun santuko lehen pertsona	none
aita			hainbat apaiz eta bereziki elizgizoni ematen zaien titulua	hainbat apaiz eta erlijiosori ematen zaion trataera	exact
aita			hainbat apaiz eta bereziki elizgizoni ematen zaien titulua	hainbat apaiz eta erlijiosori ematen zaion trataera	exact
aita			instituzio bat ezartzen edo sortzen duen gizona	ume bat edo gehiago sorrarazitako gizon edo animalia arra, bereziki haiekiko	none
aita			instituzio bat ezartzen edo sortzen duen gizona	kristau-erlijioan, hirutasun santuko lehen pertsona	none
aita			instituzio bat ezartzen edo sortzen duen gizona	hainbat apaiz eta erlijiosori ematen zaion trataera	none
aita			leinu baten fundatzaile edo burua den gizona	ume bat edo gehiago sorrarazitako gizon edo animalia arra, bereziki haiekiko	narrower
aita			leinu baten fundatzaile edo burua den gizona	ume bat edo gehiago sorrarazitako gizon edo animalia arra, bereziki haiekiko	broader
aita			leinu baten fundatzaile edo burua den gizona	kristau-erlijioan, hirutasun santuko lehen pertsona	none
aita			leinu baten fundatzaile edo burua den gizona	hainbat apaiz eta erlijiosori ematen zaion trataera	none
aita			seme edo alaba bat edo gehiago sortarazi dituen gizona	ume bat edo gehiago sorrarazitako gizon edo animalia arra, bereziki haiekiko	narrower
aita			seme edo alaba bat edo gehiago sortarazi dituen gizona	ume bat edo gehiago sorrarazitako gizon edo animalia arra, bereziki haiekiko	broader
aita			seme edo alaba bat edo gehiago sortarazi dituen gizona	kristau-erlijioan, hirutasun santuko lehen pertsona	none
aita			seme edo alaba bat edo gehiago sortarazi dituen gizona	hainbat apaiz eta erlijiosori ematen zaion trataera	none
andere			emakumeei zenbaitetan ematen zaien trataera formala	andrea; jaunaren emaztea	narrower
andere			emakumeei zenbaitetan ematen zaien trataera formala	andrea; jaunaren emaztea	broader
andere			emakumeei zenbaitetan ematen zaien trataera formala	emakume ezkonduekiko trataera	none
andere			emakumeei zenbaitetan ematen zaien trataera formala	erleei deitzeko hitza	none
andere			ezkondurik dagoen emakumea bere ezkontidearekiko	andrea; jaunaren emaztea	none
andere			ezkondurik dagoen emakumea bere ezkontidearekiko	emakume ezkonduekiko trataera	exact
andere			ezkondurik dagoen emakumea bere ezkontidearekiko	emakume ezkonduekiko trataera	exact
andere			ezkondurik dagoen emakumea bere ezkontidearekiko	erleei deitzeko hitza	none
andere			pertsona eme heldua (gizonezkoaren aurkako gisa)	andrea; jaunaren emaztea	none
andere			pertsona eme heldua (gizonezkoaren aurkako gisa)	emakume ezkonduekiko trataera	none
andere			pertsona eme heldua (gizonezkoaren aurkako gisa)	erleei deitzeko hitza	none
andere			emakume zaharra tratatzeko modua	andrea; jaunaren emaztea	none
andere			emakume zaharra tratatzeko modua	emakume ezkonduekiko trataera	none
andere			emakume zaharra tratatzeko modua	erleei deitzeko hitza	none
andre			emakumeei zenbaitetan ematen zaien trataera formala	emakume itzaltsua, jaunaren emaztea	none
andre			emakumeei zenbaitetan ematen zaien trataera formala	emakumea, bereziki ezkondua	related
andre			emakumeei zenbaitetan ematen zaien trataera formala	emakumea, bereziki ezkondua	related
andre			emakumeei zenbaitetan ematen zaien trataera formala	emaztea	none
andre			emakumeei zenbaitetan ematen zaien trataera formala	santei zenbaitetan ematen zaien trataera	none
andre			emakume zaharra tratatzeko modua	emakume itzaltsua, jaunaren emaztea	none
andre			emakume zaharra tratatzeko modua	emakumea, bereziki ezkondua	narrower
andre			emakume zaharra tratatzeko modua	emakumea, bereziki ezkondua	broader
andre			emakume zaharra tratatzeko modua	emaztea	none
andre			emakume zaharra tratatzeko modua	santei zenbaitetan ematen zaien trataera	none
andre			santei zenbaitetan ematen zaien trataera	emakume itzaltsua, jaunaren emaztea	none
andre			santei zenbaitetan ematen zaien trataera	emakumea, bereziki ezkondua	none
andre			santei zenbaitetan ematen zaien trataera	emaztea	none
andre			santei zenbaitetan ematen zaien trataera	santei zenbaitetan ematen zaien trataera	exact
andre			santei zenbaitetan ematen zaien trataera	santei zenbaitetan ematen zaien trataera	exact
andre			ezkondurik dagoen emakumea bere ezkontidearekiko	emakume itzaltsua, jaunaren emaztea	none
andre			ezkondurik dagoen emakumea bere ezkontidearekiko	emakumea, bereziki ezkondua	none
andre			ezkondurik dagoen emakumea bere ezkontidearekiko	emaztea	exact
andre			ezkondurik dagoen emakumea bere ezkontidearekiko	emaztea	exact
andre			ezkondurik dagoen emakumea bere ezkontidearekiko	santei zenbaitetan ematen zaien trataera	none
andre			pertsona eme heldua (gizonezkoaren aurkako gisa)	emakume itzaltsua, jaunaren emaztea	none
andre			pertsona eme heldua (gizonezkoaren aurkako gisa)	emakumea, bereziki ezkondua	narrower
andre			pertsona eme heldua (gizonezkoaren aurkako gisa)	emakumea, bereziki ezkondua	broader
andre			pertsona eme heldua (gizonezkoaren aurkako gisa)	emaztea	none
andre			pertsona eme heldua (gizonezkoaren aurkako gisa)	santei zenbaitetan ematen zaien trataera	none
aparatu			funtzio berbera betetzen duten edo prozesu organiko jakin batean elementu osagarri diren organoen multzoa	helburu jakin baterako tresna mekaniko, elektriko edo elektronikoa, piezen akoplamenduz eratua	none
aparatu			funtzio berbera betetzen duten edo prozesu organiko jakin batean elementu osagarri diren organoen multzoa	(anat.) funtzio bera betetzeak elkartzen dituen organo-multzoa	exact
aparatu			funtzio berbera betetzen duten edo prozesu organiko jakin batean elementu osagarri diren organoen multzoa	(anat.) funtzio bera betetzeak elkartzen dituen organo-multzoa	exact
aparatu			funtzio berbera betetzen duten edo prozesu organiko jakin batean elementu osagarri diren organoen multzoa	(pol.) alderdi politiko batean, goi-karguek osatzen duten egitura; bereziki, erabaki-ahalmen handikoa denean	none
aparatu			etxean nahiz bulegoan erabiltzeko tresna iraunkorra	helburu jakin baterako tresna mekaniko, elektriko edo elektronikoa, piezen akoplamenduz eratua	narrower
aparatu			etxean nahiz bulegoan erabiltzeko tresna iraunkorra	helburu jakin baterako tresna mekaniko, elektriko edo elektronikoa, piezen akoplamenduz eratua	broader
aparatu			etxean nahiz bulegoan erabiltzeko tresna iraunkorra	(anat.) funtzio bera betetzeak elkartzen dituen organo-multzoa	none
aparatu			etxean nahiz bulegoan erabiltzeko tresna iraunkorra	(pol.) alderdi politiko batean, goi-karguek osatzen duten egitura; bereziki, erabaki-ahalmen handikoa denean	none
aparatu			helburu jakin baterako sortutako tresneria	helburu jakin baterako tresna mekaniko, elektriko edo elektronikoa, piezen akoplamenduz eratua	broader
aparatu			helburu jakin baterako sortutako tresneria	helburu jakin baterako tresna mekaniko, elektriko edo elektronikoa, piezen akoplamenduz eratua	narrower
aparatu			helburu jakin baterako sortutako tresneria	(anat.) funtzio bera betetzeak elkartzen dituen organo-multzoa	none
aparatu			helburu jakin baterako sortutako tresneria	(pol.) alderdi politiko batean, goi-karguek osatzen duten egitura; bereziki, erabaki-ahalmen handikoa denean	none
arau			joko bat definitzen edo kirol bat zuzentzen den modua	jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea	narrower
arau			joko bat definitzen edo kirol bat zuzentzen den modua	jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea	broader
arau			joko bat definitzen edo kirol bat zuzentzen den modua	-en arabera	none
arau			joko bat definitzen edo kirol bat zuzentzen den modua	ahala	none
arau			zerbait nola egin behar den adierazteko argibidea	jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea	narrower
arau			zerbait nola egin behar den adierazteko argibidea	jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea	broader
arau			zerbait nola egin behar den adierazteko argibidea	-en arabera	none
arau			zerbait nola egin behar den adierazteko argibidea	ahala	none
arau			ardatz edo gidaritzat hartzen dena	jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea	broader
arau			ardatz edo gidaritzat hartzen dena	jokabidearen ardatz edo gidaritzat hartzen edo ezartzen den zera; zerbait nola egin behar den adierazteko argibidea	narrower
arau			ardatz edo gidaritzat hartzen dena	-en arabera	none
arau			ardatz edo gidaritzat hartzen dena	ahala	none
arazo			konponketa eskatzen duen eragozpen edo zailtasun egoera	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	narrower
arazo			konponketa eskatzen duen eragozpen edo zailtasun egoera	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	broader
arazo			konponketa eskatzen duen eragozpen edo zailtasun egoera	zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka	none
arazo			konponketa eskatzen duen eragozpen edo zailtasun egoera	iskanbila, zarata	none
arazo			askabide edo erantzuna eskatzen duen gaia	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	exact
arazo			askabide edo erantzuna eskatzen duen gaia	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	exact
arazo			askabide edo erantzuna eskatzen duen gaia	zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka	none
arazo			askabide edo erantzuna eskatzen duen gaia	iskanbila, zarata	none
arazo			zerbait lortzeko zailtasunaren iturria	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	none
arazo			zerbait lortzeko zailtasunaren iturria	zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka	related
arazo			zerbait lortzeko zailtasunaren iturria	zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka	related
arazo			zerbait lortzeko zailtasunaren iturria	iskanbila, zarata	none
arazo			edozein eratako eragozpen edo neke agertzen dituen egitekoa	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	narrower
arazo			edozein eratako eragozpen edo neke agertzen dituen egitekoa	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	broader
arazo			edozein eratako eragozpen edo neke agertzen dituen egitekoa	zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka	none
arazo			edozein eratako eragozpen edo neke agertzen dituen egitekoa	iskanbila, zarata	none
arazo			mina edo atsekabea eragiten duen gertaera	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	none
arazo			mina edo atsekabea eragiten duen gertaera	zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka	none
arazo			mina edo atsekabea eragiten duen gertaera	iskanbila, zarata	none
arazo			zerbaitek eskatzen duen ardura	askabide edo erantzuna eskatzen duen gaia; erabakitzeko edo konpontzeko edozein eratako eragozpenak agertzen dituen egitekoa	none
arazo			zerbaitek eskatzen duen ardura	zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka	narrower
arazo			zerbaitek eskatzen duen ardura	zerbaitek eskatzen duen ardura; zerbaitek ematen duen nekea, eragiten duen kezka	broader
arazo			zerbaitek eskatzen duen ardura	iskanbila, zarata	none
argitasun			ulertzeko gaitasuna	argia denaren nolakotasuna	none
argitasun			ulertzeko gaitasuna	gauzak ulertzeko ahalmena, argia	exact
argitasun			ulertzeko gaitasuna	gauzak ulertzeko ahalmena, argia	exact
argitasun			ulertzeko gaitasuna	argibidea	none
argitasun			zerbait azaltzen, ulertarazten duen zera	argia denaren nolakotasuna	none
argitasun			zerbait azaltzen, ulertarazten duen zera	gauzak ulertzeko ahalmena, argia	none
argitasun			zerbait azaltzen, ulertarazten duen zera	argibidea	exact
argitasun			zerbait azaltzen, ulertarazten duen zera	argibidea	exact
argitasun			argitasun asko egotea	argia denaren nolakotasuna	related
argitasun			argitasun asko egotea	argia denaren nolakotasuna	related
argitasun			argitasun asko egotea	gauzak ulertzeko ahalmena, argia	none
argitasun			argitasun asko egotea	argibidea	none
argitasun			koadro, argazki edo margoetan sortzen den efektua	argia denaren nolakotasuna	narrower
argitasun			koadro, argazki edo margoetan sortzen den efektua	argia denaren nolakotasuna	broader
argitasun			koadro, argazki edo margoetan sortzen den efektua	gauzak ulertzeko ahalmena, argia	none
argitasun			koadro, argazki edo margoetan sortzen den efektua	argibidea	none
arrazoi			sen ona eta zentzumena edukitzearen egoera	zerbaiten zergatia azaltzen duen, zerbait bidezko egiten duen zera	none
arrazoi			sen ona eta zentzumena edukitzearen egoera	zerbait frogatzeko argudioa	none
arrazoi			sen ona eta zentzumena edukitzearen egoera	adimena, ahalmen intelektuala	exact
arrazoi			sen ona eta zentzumena edukitzearen egoera	adimena, ahalmen intelektuala	exact
arrazoi			sen ona eta zentzumena edukitzearen egoera	(mat.) bi zenbaki errealen arteko konparazio-zenbakia, haien zatidura dena. a eta b-ren arrazoia (b . 0) x da, baldin a = bx	none
arrazoi			existitzen edo gertatzen den zerbaiten justifikazioa	zerbaiten zergatia azaltzen duen, zerbait bidezko egiten duen zera	none
arrazoi			existitzen edo gertatzen den zerbaiten justifikazioa	zerbait frogatzeko argudioa	exact
arrazoi			existitzen edo gertatzen den zerbaiten justifikazioa	zerbait frogatzeko argudioa	exact
arrazoi			existitzen edo gertatzen den zerbaiten justifikazioa	adimena, ahalmen intelektuala	none
arrazoi			existitzen edo gertatzen den zerbaiten justifikazioa	(mat.) bi zenbaki errealen arteko konparazio-zenbakia, haien zatidura dena. a eta b-ren arrazoia (b . 0) x da, baldin a = bx	none
arrazoi			zenbait gertakarien kausaren azalpen bat	zerbaiten zergatia azaltzen duen, zerbait bidezko egiten duen zera	exact
arrazoi			zenbait gertakarien kausaren azalpen bat	zerbaiten zergatia azaltzen duen, zerbait bidezko egiten duen zera	exact
arrazoi			zenbait gertakarien kausaren azalpen bat	zerbait frogatzeko argudioa	none
arrazoi			zenbait gertakarien kausaren azalpen bat	adimena, ahalmen intelektuala	none
arrazoi			zenbait gertakarien kausaren azalpen bat	(mat.) bi zenbaki errealen arteko konparazio-zenbakia, haien zatidura dena. a eta b-ren arrazoia (b . 0) x da, baldin a = bx	none
arrazoi			zenbait premisa edo ondorio logikoki justifikatzen dituen gertakaria	zerbaiten zergatia azaltzen duen, zerbait bidezko egiten duen zera	none
arrazoi			zenbait premisa edo ondorio logikoki justifikatzen dituen gertakaria	zerbait frogatzeko argudioa	broader
arrazoi			zenbait premisa edo ondorio logikoki justifikatzen dituen gertakaria	zerbait frogatzeko argudioa	narrower
arrazoi			zenbait premisa edo ondorio logikoki justifikatzen dituen gertakaria	adimena, ahalmen intelektuala	none
arrazoi			zenbait premisa edo ondorio logikoki justifikatzen dituen gertakaria	(mat.) bi zenbaki errealen arteko konparazio-zenbakia, haien zatidura dena. a eta b-ren arrazoia (b . 0) x da, baldin a = bx	none
arrazoi			zerbaitekin osoa edo konsistentea izatea edo logikan oinarritua egotea	zerbaiten zergatia azaltzen duen, zerbait bidezko egiten duen zera	broader
