céim	noun		(céimseata) aonad tomhais le huillinn a mheas.  is cothrom le 1/360 imlíne ciorcal í.	seasamh nó stádas saoil	none
céim	noun		(céimseata) aonad tomhais le huillinn a mheas.  is cothrom le 1/360 imlíne ciorcal í.	gradam ollscoile	none
céim	noun		(céimseata) aonad tomhais le huillinn a mheas.  is cothrom le 1/360 imlíne ciorcal í.	cruatan	none
céim	noun		an t-achar idir snáitheanna ar scriú.	coiscéim	none
céim	noun		an t-achar idir snáitheanna ar scriú.	ardú	none
céim	noun		an t-achar idir snáitheanna ar scriú.	ísliú	none
céim	noun		an t-achar idir snáitheanna ar scriú.	ardú amháin i staighre nó i ndréimire	none
céim	noun		an t-achar idir snáitheanna ar scriú.	aonad tomhais	none
céim	noun		an t-achar idir snáitheanna ar scriú.	seasamh nó stádas saoil	none
céim	noun		an t-achar idir snáitheanna ar scriú.	gradam ollscoile	none
céim	noun		an t-achar idir snáitheanna ar scriú.	cruatan	none
céim	noun		(ceol) nóta i gcomhthéacs scála. mar shampla, an tríú céim den scála.	coiscéim	none
céim	noun		(ceol) nóta i gcomhthéacs scála. mar shampla, an tríú céim den scála.	ardú	none
céim	noun		(ceol) nóta i gcomhthéacs scála. mar shampla, an tríú céim den scála.	ísliú	none
céim	noun		(ceol) nóta i gcomhthéacs scála. mar shampla, an tríú céim den scála.	ardú amháin i staighre nó i ndréimire	none
céim	noun		(ceol) nóta i gcomhthéacs scála. mar shampla, an tríú céim den scála.	aonad tomhais	none
céim	noun		(ceol) nóta i gcomhthéacs scála. mar shampla, an tríú céim den scála.	seasamh nó stádas saoil	none
céim	noun		(ceol) nóta i gcomhthéacs scála. mar shampla, an tríú céim den scála.	gradam ollscoile	none
céim	noun		(ceol) nóta i gcomhthéacs scála. mar shampla, an tríú céim den scála.	cruatan	none
céim	noun		(gramadach) na céimeanna comparáide, foirmeacha a thaispeánann an trí rang sa chomparáid aidiachtaí nó dobhriathra.	coiscéim	none
céim	noun		(gramadach) na céimeanna comparáide, foirmeacha a thaispeánann an trí rang sa chomparáid aidiachtaí nó dobhriathra.	ardú	none
céim	noun		(gramadach) na céimeanna comparáide, foirmeacha a thaispeánann an trí rang sa chomparáid aidiachtaí nó dobhriathra.	ísliú	none
céim	noun		(gramadach) na céimeanna comparáide, foirmeacha a thaispeánann an trí rang sa chomparáid aidiachtaí nó dobhriathra.	ardú amháin i staighre nó i ndréimire	none
céim	noun		(gramadach) na céimeanna comparáide, foirmeacha a thaispeánann an trí rang sa chomparáid aidiachtaí nó dobhriathra.	aonad tomhais	none
céim	noun		(gramadach) na céimeanna comparáide, foirmeacha a thaispeánann an trí rang sa chomparáid aidiachtaí nó dobhriathra.	seasamh nó stádas saoil	none
céim	noun		(gramadach) na céimeanna comparáide, foirmeacha a thaispeánann an trí rang sa chomparáid aidiachtaí nó dobhriathra.	gradam ollscoile	none
céim	noun		(gramadach) na céimeanna comparáide, foirmeacha a thaispeánann an trí rang sa chomparáid aidiachtaí nó dobhriathra.	cruatan	none
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	coiscéim	none
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	ardú	none
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	ísliú	none
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	ardú amháin i staighre nó i ndréimire	none
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	aonad tomhais	none
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	seasamh nó stádas saoil	none
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	gradam ollscoile	exact
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	gradam ollscoile	exact
céim	noun		duais a bhronann ollscoil ar mhic léinn mar chomhartha éacht acadúla.	cruatan	none
céim	noun		rang, grád, aicme.	coiscéim	none
céim	noun		rang, grád, aicme.	ardú	none
céim	noun		rang, grád, aicme.	ísliú	none
céim	noun		rang, grád, aicme.	ardú amháin i staighre nó i ndréimire	none
céim	noun		rang, grád, aicme.	aonad tomhais	none
céim	noun		rang, grád, aicme.	seasamh nó stádas saoil	none
céim	noun		rang, grád, aicme.	gradam ollscoile	broader
céim	noun		rang, grád, aicme.	gradam ollscoile	narrower
céim	noun		rang, grád, aicme.	cruatan	none
céim	noun		(tíreolaíocht) bearnas, ailt.	coiscéim	none
céim	noun		(tíreolaíocht) bearnas, ailt.	ardú	none
céim	noun		(tíreolaíocht) bearnas, ailt.	ísliú	none
céim	noun		(tíreolaíocht) bearnas, ailt.	ardú amháin i staighre nó i ndréimire	none
céim	noun		(tíreolaíocht) bearnas, ailt.	aonad tomhais	none
céim	noun		(tíreolaíocht) bearnas, ailt.	seasamh nó stádas saoil	none
céim	noun		(tíreolaíocht) bearnas, ailt.	gradam ollscoile	none
céim	noun		(tíreolaíocht) bearnas, ailt.	cruatan	none
céim	noun		(uirlisí) rabbet.	coiscéim	none
céim	noun		(uirlisí) rabbet.	ardú	none
céim	noun		(uirlisí) rabbet.	ísliú	none
céim	noun		(uirlisí) rabbet.	ardú amháin i staighre nó i ndréimire	none
céim	noun		(uirlisí) rabbet.	aonad tomhais	none
céim	noun		(uirlisí) rabbet.	seasamh nó stádas saoil	none
céim	noun		(uirlisí) rabbet.	gradam ollscoile	none
céim	noun		(uirlisí) rabbet.	cruatan	none
céim	noun		deacracht, cruachás.	coiscéim	none
céim	noun		deacracht, cruachás.	ardú	none
céim	noun		deacracht, cruachás.	ísliú	none
céim	noun		deacracht, cruachás.	ardú amháin i staighre nó i ndréimire	none
céim	noun		deacracht, cruachás.	aonad tomhais	none
céim	noun		deacracht, cruachás.	seasamh nó stádas saoil	none
céim	noun		deacracht, cruachás.	gradam ollscoile	none
céim	noun		deacracht, cruachás.	cruatan	related
céim	noun		deacracht, cruachás.	cruatan	related
oideachas	noun		an próiséas chun eolas, scil agus breithiúnachas a dháileadh.	léann, foghlaim, go mór mór ar scoil nó i gcoláiste	narrower
oideachas	noun		an próiséas chun eolas, scil agus breithiúnachas a dháileadh.	léann, foghlaim, go mór mór ar scoil nó i gcoláiste	broader
oideachas	noun		eolas, scileanna agus smaointí  atá taréis a bheith foghlaimtha, go foirmiúil nó go neamh-fhoirmiúil.	léann, foghlaim, go mór mór ar scoil nó i gcoláiste	exact
oideachas	noun		eolas, scileanna agus smaointí  atá taréis a bheith foghlaimtha, go foirmiúil nó go neamh-fhoirmiúil.	léann, foghlaim, go mór mór ar scoil nó i gcoláiste	exact
líofa	adjective		faobhraithe, géaraithe, snasta trí chuimilt.(stíl, caint) éasca, saoráideach, pras, snoite, snasta.	géaraithe, faobhraithe	broader
líofa	adjective		faobhraithe, géaraithe, snasta trí chuimilt.(stíl, caint) éasca, saoráideach, pras, snoite, snasta.	géaraithe, faobhraithe	narrower
líofa	adjective		faobhraithe, géaraithe, snasta trí chuimilt.(stíl, caint) éasca, saoráideach, pras, snoite, snasta.	snoite, snasta	none
líofa	adjective		líomhadh	géaraithe, faobhraithe	none
líofa	adjective		líomhadh	snoite, snasta	none
mí	noun		tréimhse ama ina roinnter suas bliain, bunaithe go stairiúil ar céimeanna na gealaí. dar leis an féilire gregorian, tá dhá mhí déag: eanáir, feabhra, márta, aibreán, bealtaine, meitheamh, iúil, lúnasa, meán fómhair, deireadh fómhair, samhain agus nollag.	ceithre seachtaine	none
mí	noun		tréimhse ama ina roinnter suas bliain, bunaithe go stairiúil ar céimeanna na gealaí. dar leis an féilire gregorian, tá dhá mhí déag: eanáir, feabhra, márta, aibreán, bealtaine, meitheamh, iúil, lúnasa, meán fómhair, deireadh fómhair, samhain agus nollag.	ceann de dhá roinn déag na bliana, eanáir, feabhra etc.	exact
mí	noun		tréimhse ama ina roinnter suas bliain, bunaithe go stairiúil ar céimeanna na gealaí. dar leis an féilire gregorian, tá dhá mhí déag: eanáir, feabhra, márta, aibreán, bealtaine, meitheamh, iúil, lúnasa, meán fómhair, deireadh fómhair, samhain agus nollag.	ceann de dhá roinn déag na bliana, eanáir, feabhra etc.	exact
mí	noun		tréimhse 30 lá, 31 lá nó méid eile.	ceithre seachtaine	exact
mí	noun		tréimhse 30 lá, 31 lá nó méid eile.	ceithre seachtaine	exact
mí	noun		tréimhse 30 lá, 31 lá nó méid eile.	ceann de dhá roinn déag na bliana, eanáir, feabhra etc.	none
caora	noun		ainmhí leathmhór féaránach athchogantach cuideachtúil a mbíonn adharca air go minic.  gné ovis aries.  tá a lán saghas de tugtha chun tíreachais ar fud an domhain mar gheall ar a lomra, a mbainne agus a bhfeoil.	ainmhí athchogantach de chineál an ghabhair a thugann olann agus feoil dúinn	exact
caora	noun		ainmhí leathmhór féaránach athchogantach cuideachtúil a mbíonn adharca air go minic.  gné ovis aries.  tá a lán saghas de tugtha chun tíreachais ar fud an domhain mar gheall ar a lomra, a mbainne agus a bhfeoil.	ainmhí athchogantach de chineál an ghabhair a thugann olann agus feoil dúinn	exact
caora	noun		ainmhíthe den ghéineas ovis, agus géinis gaolta leis, a bhfuil dlúthbhaint acu leis na gabhair.	ainmhí athchogantach de chineál an ghabhair a thugann olann agus feoil dúinn	exact
caora	noun		ainmhíthe den ghéineas ovis, agus géinis gaolta leis, a bhfuil dlúthbhaint acu leis na gabhair.	ainmhí athchogantach de chineál an ghabhair a thugann olann agus feoil dúinn	exact
madra	noun		ainmhí, ball den rang canis atá ceansaithe ag an duine leis na mílte bliain.	ainmhí a choinnítear chun aoireachta nó seilge nó cosanta, nó mar pheata	broader
madra	noun		ainmhí, ball den rang canis atá ceansaithe ag an duine leis na mílte bliain.	ainmhí a choinnítear chun aoireachta nó seilge nó cosanta, nó mar pheata	narrower
beach	noun		feithid eitilte den ord hymenoptera (ceithre eite agus cealg aici), fine apoidea, a dhéananns mil agus céir as neachtar agus pailín a bhailíonn sí ó bhláthanna.	feithid chealgach cheathaireiteach a dhéanann mil agus céir as ábhar a bhailíonn sí ó bhláthanna	exact
beach	noun		feithid eitilte den ord hymenoptera (ceithre eite agus cealg aici), fine apoidea, a dhéananns mil agus céir as neachtar agus pailín a bhailíonn sí ó bhláthanna.	feithid chealgach cheathaireiteach a dhéanann mil agus céir as ábhar a bhailíonn sí ó bhláthanna	exact
teach	noun		foirgneamh cónaithe.	foirgneamh cónaithe	exact
teach	noun		foirgneamh cónaithe.	foirgneamh cónaithe	exact
teach	noun		foirgneamh cónaithe.	foirgneamh poiblí	none
teach	noun		foirgneamh cónaithe.	struchtúr cosúil le teach	none
teach	noun		foirgneamh poiblí.	foirgneamh cónaithe	none
teach	noun		foirgneamh poiblí.	foirgneamh poiblí	exact
teach	noun		foirgneamh poiblí.	foirgneamh poiblí	exact
teach	noun		foirgneamh poiblí.	struchtúr cosúil le teach	none
teach	noun		struchtúr cosúil le teach.	foirgneamh cónaithe	none
teach	noun		struchtúr cosúil le teach.	foirgneamh poiblí	none
teach	noun		struchtúr cosúil le teach.	struchtúr cosúil le teach	exact
teach	noun		struchtúr cosúil le teach.	struchtúr cosúil le teach	exact
cat	noun		speiceas beag aclaí de mhamach feoiliteach ceathairchosach, ó nádúr sealgaire tréitheach an chlapsholais, a bhfuil clúmh mín agus ingne inghiorraithe aige. tugtar felis silvestris ar an gcineál fiáin agus felis catus ar an gcineál atá ceansaithe ag an gcine daonna le fada an lá.	ainmhí tí a choinnítear mar pheata agus a mharaíonn lucha agus francaigh	broader
cat	noun		speiceas beag aclaí de mhamach feoiliteach ceathairchosach, ó nádúr sealgaire tréitheach an chlapsholais, a bhfuil clúmh mín agus ingne inghiorraithe aige. tugtar felis silvestris ar an gcineál fiáin agus felis catus ar an gcineál atá ceansaithe ag an gcine daonna le fada an lá.	ainmhí tí a choinnítear mar pheata agus a mharaíonn lucha agus francaigh	narrower
cat	noun		ainmhithe gaolmhara den fhine felidae nó ainmhithe eile atá cosúil le cait.	ainmhí tí a choinnítear mar pheata agus a mharaíonn lucha agus francaigh	broader
cat	noun		ainmhithe gaolmhara den fhine felidae nó ainmhithe eile atá cosúil le cait.	ainmhí tí a choinnítear mar pheata agus a mharaíonn lucha agus francaigh	narrower
cat	noun		(leigheas) cait bhrád = gaid bhrád.	ainmhí tí a choinnítear mar pheata agus a mharaíonn lucha agus francaigh	none
an	particle		mír ceiste, de ghnáth le treise.	mír chinnteachta roimh ainmfhocal san uatha	none
beoir	noun		deoch mheisciúil a dhéantar (coipeadh) le huisce, braich, lus an leanna, agus fungas ar a dtugtar giosta.	deoch mheisciúil a dhéantar as braich	exact
beoir	noun		deoch mheisciúil a dhéantar (coipeadh) le huisce, braich, lus an leanna, agus fungas ar a dtugtar giosta.	deoch mheisciúil a dhéantar as braich	exact
sráid	noun		bóthar poiblí i gcathair, baile nó sráidbhaile a mbíonn cosáin agus foirgnimh ar a dhá thaobh go hiondúil.	bóthar (níos leithne ná lána) agus tithe ar thaobh amháin nó ar an dá thaobh de	narrower
sráid	noun		bóthar poiblí i gcathair, baile nó sráidbhaile a mbíonn cosáin agus foirgnimh ar a dhá thaobh go hiondúil.	bóthar (níos leithne ná lána) agus tithe ar thaobh amháin nó ar an dá thaobh de	broader
sráid	noun		bóthar poiblí i gcathair, baile nó sráidbhaile a mbíonn cosáin agus foirgnimh ar a dhá thaobh go hiondúil.	lantán taobh amuigh de theach	none
sráid	noun		talamh comhthromaithe nó lantán timpeall tí.	bóthar (níos leithne ná lána) agus tithe ar thaobh amháin nó ar an dá thaobh de	none
sráid	noun		talamh comhthromaithe nó lantán timpeall tí.	lantán taobh amuigh de theach	broader
sráid	noun		talamh comhthromaithe nó lantán timpeall tí.	lantán taobh amuigh de theach	narrower
sráid	noun		sráidbhaile.	bóthar (níos leithne ná lána) agus tithe ar thaobh amháin nó ar an dá thaobh de	none
sráid	noun		sráidbhaile.	lantán taobh amuigh de theach	none
grian	noun		is í an ghrian an réad is mó sa ghrianchóras.	an corpán spéire a thugann teas agus solas sa lá dúinn	broader
grian	noun		is í an ghrian an réad is mó sa ghrianchóras.	an corpán spéire a thugann teas agus solas sa lá dúinn	narrower
teilifís	noun		is é an rud atá i gceist leis an teilifís ná córas teileachumarsáide le pictiúir ghluaiste a chraoladh, ionas gur féidir iad a ghlacadh i bhfad ar shiúl ó áit a gcraolta leis an ngléas ar a dtugtar teilifíseán	teilgean pictiúr ó áit i bhfad i gcéin agus á dtabhairt amach ar scáileán le tonnta raidió	exact
teilifís	noun		is é an rud atá i gceist leis an teilifís ná córas teileachumarsáide le pictiúir ghluaiste a chraoladh, ionas gur féidir iad a ghlacadh i bhfad ar shiúl ó áit a gcraolta leis an ngléas ar a dtugtar teilifíseán	teilgean pictiúr ó áit i bhfad i gcéin agus á dtabhairt amach ar scáileán le tonnta raidió	exact
giotár	noun		is saghas uirlis ceoil é	gléas ceoil sé shreang a phioctar leis na méara	exact
giotár	noun		is saghas uirlis ceoil é	gléas ceoil sé shreang a phioctar leis na méara	exact
péintéir	noun		duine a phéinteálann rud, a chuireann péint ar rud.	duine a phéinteálann	exact
péintéir	noun		duine a phéinteálann rud, a chuireann péint ar rud.	duine a phéinteálann	exact
péintéir	noun		duine a chruthaíonn saothair ealaíonta le péint.	duine a phéinteálann	none
agus	conjunction		chomh maith le, mar aon le (mise agus tusa, a dó agus a trí, shuigh sé agus lig a scíth, ná mol agus ná cáin).	chomh maith le, mar aon le	exact
agus	conjunction		chomh maith le, mar aon le (mise agus tusa, a dó agus a trí, shuigh sé agus lig a scíth, ná mol agus ná cáin).	chomh maith le, mar aon le	exact
spideog	noun		(éaneolaíocht) éin bheaga pasaireacha den ghéineas erithacus a aimsítear go forleathan san eoraip agus i dtuaisceart na hafraice.	éan beag ceoil agus brollach dearg air	exact
spideog	noun		(éaneolaíocht) éin bheaga pasaireacha den ghéineas erithacus a aimsítear go forleathan san eoraip agus i dtuaisceart na hafraice.	éan beag ceoil agus brollach dearg air	exact
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	cois, in aice	exact
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	cois, in aice	exact
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	buailte ar	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	i dtreo	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	ar feadh	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	in éineacht	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	i bhfabhar	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	in aghaidh, chuig	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	ar feadh tréimhse áirithe	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	i gcomparáid	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	de chuid	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	ag, i seilbh	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	ar aghaidh	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	le cabhair	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	ag leanúint	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	de thoradh	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	chun	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	i dtuairim	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	chun, le haghaidh  le + a = lena	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	le + ar = lenar	none
le	preposition		in aice, i dtaobh ruda, i ngar, i dtadhaill.bhí a dhroim le balla aige.	le + ár = lenár	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	cois, in aice	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	buailte ar	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	i dtreo	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	ar feadh	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	in éineacht	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	i bhfabhar	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	in aghaidh, chuig	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	ar feadh tréimhse áirithe	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	i gcomparáid	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	de chuid	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	ag, i seilbh	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	ar aghaidh	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	le cabhair	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	ag leanúint	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	de thoradh	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	chun	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	i dtuairim	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	chun, le haghaidh  le + a = lena	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	le + ar = lenar	none
le	preposition		curtha ar.bhí sé de nós aici a méar a chur lena liopaí.	le + ár = lenár	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	cois, in aice	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	buailte ar	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	i dtreo	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	ar feadh	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	in éineacht	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	i bhfabhar	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	in aghaidh, chuig	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	ar feadh tréimhse áirithe	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	i gcomparáid	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	de chuid	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	ag, i seilbh	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	ar aghaidh	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	le cabhair	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	ag leanúint	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	de thoradh	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	chun	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	i dtuairim	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	chun, le haghaidh  le + a = lena	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	le + ar = lenar	none
le	preposition		ceangailte ar.tá rud éigin crochta le do ghruaig.	le + ár = lenár	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	cois, in aice	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	buailte ar	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	i dtreo	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	ar feadh	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	in éineacht	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	i bhfabhar	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	in aghaidh, chuig	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	ar feadh tréimhse áirithe	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	i gcomparáid	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	de chuid	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	ag, i seilbh	none
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	ar aghaidh	exact
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	ar aghaidh	exact
le	preposition		os comhair, ar aghaidh, ar oscailt roimh.	le cabhair	none
